,pi_AZ,pi_TXMXSA,DXY,PnPs
D8B26_003775,0.0010152007334113728,0.0004354926510615134,0.0007258210851025222,0.0
D8B26_003776,0.00048410469485374107,0.0012644429910616966,0.0013545313481834853,0.7825256679860114
D8B26_003777,0.0008048457715920824,0.0009859231723467943,0.0013246691751243956,0.5054123597752078
D8B26_003778,0.0006790595025889138,0.0010822510822510823,0.00089126559714795,0.0
D8B26_003779,0.0010357099154401496,0.0010808724184520361,0.0013983976142087793,0.6131036738252513
D8B26_003780,0.0011764408049237817,0.0010176957545378598,0.0014519364364565604,0.5589459604065106
D8B26_003781,0.00038495978843949304,0.00012194378391561487,0.0002582338953507139,0.25570297694510824
D8B26_003783,0.00010265886459295754,0.0,5.13294322964788e-05,inf
D8B26_003784,0.0012608365726721556,0.0010222709017889734,0.0012657582200459592,0.7271536193905854
D8B26_003785,0.000730075249845043,0.000600669978052443,0.0010282962671033528,0.22227649903454197
D8B26_003787,0.0009789124055520283,0.0014396841983048882,0.0021991381017750188,0.12126910288116881
D8B26_003788,0.00021083702298123566,0.0,0.00010541851149061775,0.0
D8B26_003789,0.00033961074598703566,0.0005436039787184825,0.0009261338123035473,0.16972548693014755
D8B26_003790,0.0005928090438947787,0.0006232703086118289,0.0012578951904490255,0.9979358614415486
D8B26_003791,,0.00031376434646189407,,0.1900319780481806
D8B26_003792,0.00030813896243054456,0.0,0.00016024240305334615,0.1038002171552457
D8B26_003793,0.0007887958552095206,0.000571471539213475,0.001307042104006051,0.19576066975376533
D8B26_003794,0.00011534025374855823,0.0009982174688057041,0.0017458320226486316,
D8B26_003795,0.00040638016864776976,0.001256084157638561,0.0011360172896289933,0.3343629343628928
D8B26_003796,0.0003565062388591798,0.0005509641873278235,0.00045373521309350186,0.3239391894573464
D8B26_003797,0.002066115702479357,0.0022038567493112933,0.002299060119915735,0.3313192661698732
D8B26_003798,0.00024744648969660164,0.0007634182441380382,0.0007056807298754978,0.18514869740137163
D8B26_003799,0.0011486645024146385,0.0006905995118175861,0.001089130061740717,0.17914804479832228
D8B26_003800,0.0007476649594669573,0.0015367622340680983,0.0012627439680669848,0.11492790685493982
D8B26_003801,0.0002391200382592054,0.00021117094287826003,0.00022514549056873304,0.25671765192224666
D8B26_003802,0.0015328046018583139,0.002898550724637684,0.0027900488258544524,0.28917385488254616
D8B26_003803,0.0009528244822362453,0.0,0.0005299417064122947,0.3350785340313582
D8B26_003804,0.0007372467265515441,0.0005658551113096567,0.0011014904063032405,0.6132116151151026
D8B26_003805,0.0011212865243366355,0.0007308224362487932,0.0014255643530609332,0.15615276884057752
D8B26_003806,,0.0005114435494182326,,0.13149792108773758
D8B26_003807,0.0017947570598260563,0.0005653240221141451,0.0014279810939215442,0.4814469003684051
D8B26_003809,0.0014243970730675034,0.0002767400027674,0.0018842738423721502,0.36291844824724223
D8B26_003810,0.0009537528530365456,0.000559096500055909,0.0013056547677776243,0.4518275291288047
D8B26_003811,3.340348064268299e-05,0.00020649424397294934,0.0001199488623078161,inf
D8B26_003812,0.0003512452960982364,0.0010103889678715907,0.0010514148841354724,
D8B26_003813,0.00018108253402371032,0.0,9.337068160597572e-05,0.0
D8B26_003814,0.0005318437686308704,0.00041019330359431895,0.00047202391185669775,1.6538930114073747
D8B26_003815,,0.0009438557755260784,,0.3795738603752279
D8B26_003816,0.0006962303774158254,0.00043950959981494314,0.0007892122844974215,0.07660949636527739
D8B26_003817,0.0002515606793681659,0.0005981896890987798,0.0007569970136815056,0.9116279585878823
D8B26_003818,0.0035782245387606594,0.006345707668209081,0.005237031521469347,0.14828343202905245
D8B26_003819,0.0013385696416023068,0.00034494514971020635,0.0014758084209557717,0.1552239525577071
D8B26_003820,0.0013294839659120255,0.00029207740051113545,0.0015953807590944372,0.28985370320567094
D8B26_003821,0.004115044465068766,0.0006344436096502214,0.004340929960764671,0.20704164639905714
D8B26_003822,,0.0005900792919048497,,
D8B26_003823,0.00027562586274283826,0.00011522064754003915,0.0002067193970571291,0.10108598068163922
D8B26_003824,0.0001543924656476766,0.0007158196134574087,0.00043510603955254255,0.30331139206403795
D8B26_003825,0.002352356740013432,0.00024838549428713363,0.0019724730428684143,0.1535128579212606
D8B26_003826,0.0012067108193363609,0.00029563932002956415,0.0011782096430589975,
D8B26_003827,0.0007031095266389405,,,
D8B26_003828,0.0009388232475886479,0.00011977482333213562,0.0006120845751164282,0.1587650143029157
D8B26_003829,0.0030042660578020845,0.003132448076268302,0.005187963923697023,
D8B26_003830,0.0007290035227331572,0.00015991045014791718,0.0004585667320418213,1.8858272637400413
D8B26_003831,0.0005067396371744192,0.0004053917097395359,0.000992613524582834,0.17336178759726653
D8B26_003832,0.00024715768660405293,0.0002546473134708429,0.00025090250003744814,0.6547331429825326
D8B26_003833,0.0007019261551263077,0.000800488491162684,0.0013817419477796836,0.4749422656254276
D8B26_003834,0.0007182475179365628,0.0005873715124816443,0.0008732047083951722,0.20069130366164972
D8B26_003835,0.0016571269896720755,0.00042637429572102957,0.0016008719643039614,0.7185709649985219
D8B26_003836,0.0014445262772138498,,,
D8B26_003837,0.001090412855118734,0.00022200022200022192,0.0015801192271780507,0.38845682262962605
D8B26_003838,0.0010102369773927235,0.0007905138339920944,0.001444992392630029,0.36865518354404814
D8B26_003839,0.00034014484142361493,0.000922266139657445,0.0006523030819706011,0.08233596669661356
D8B26_003840,0.0023971971233634607,0.001950539881574365,0.0020796197266785502,0.5996888197376152
D8B26_003842,0.0010841897552137194,0.000628507295173962,0.0008736603507845338,1.1332110828535045
D8B26_003843,0.00044062568847763866,0.0,0.0002203128442388191,0.0
D8B26_003844,0.0014175855882980282,0.0007677543186180423,0.0014626335615383825,0.12693190669451732
D8B26_003845,0.00119159215168192,0.0009578069523573607,0.0014668240345432203,0.04154836747109781
D8B26_003846,0.0010559727109559491,0.0008792589103469928,0.0010298042910051445,1.3410302155655263
D8B26_003847,0.0010071186541774726,0.0006552006552006555,0.0010702069525598938,0.2948895483019761
D8B26_003848,0.0017979144192736324,0.0015887025595763445,0.002053981018382313,0.38176585071676955
D8B26_003849,0.0015430480636170827,0.001056420336516096,0.0018524343783859355,
D8B26_003850,0.002288025115066383,0.003079167888288117,0.0027137042062415195,0.2901761100119295
D8B26_003851,0.0001508295625942685,0.00046620046620046625,0.0003077259734398293,
D8B26_003852,0.0013352039744345759,0.0018435303606406273,0.0022806910527778342,
D8B26_003854,0.00041722778215494714,0.0002849814762040467,0.0003576238132756665,0.0
D8B26_003855,0.0015613400359371016,0.0008080808080808073,0.001992349970291147,0.4231135896663991
D8B26_003856,0.0011260687219792796,0.0005631536604987934,0.0011190115627908444,
D8B26_003857,0.0004649396130126346,0.0,0.00023404587299110627,0.3105522143247066
D8B26_003858,0.00036995930447650754,0.0,0.0031446540880503146,0.3216783216782573
D8B26_003859,0.0008830240394464451,0.00016012169248628966,0.0008118343250561275,0.10697077753064578
D8B26_003860,0.0011565799549442168,0.0009722897423432182,0.0016204829039053639,0.4644379511858967
D8B26_003861,0.0011667157915420988,0.00044142209496540237,0.0013746192822153916,0.607017511024829
D8B26_003863,0.0010631109247026171,0.0005941770647653002,0.0010966062004124288,0.16549820723409014
D8B26_003864,0.0011976381461675626,0.0008627946127946136,0.0013786764705882354,0.36684934454871326
D8B26_003865,0.0010442572964587855,0.0,0.000557708113185394,0.1489822433953773
D8B26_003866,0.0006557743681301256,0.00038664153496689393,0.0006823085911180479,
D8B26_003867,0.00013906271728549586,0.0,6.953135864274787e-05,
D8B26_003868,0.0015217911772944911,0.001008453210737061,0.001619689845387955,0.2909579459215888
D8B26_003869,0.0008836060196725663,0.0007992007992007987,0.0011628300398353875,0.263557746897341
D8B26_003870,0.0016587184046866548,0.0008476372112735744,0.001471678944940977,
D8B26_003871,0.0013883066408091644,0.0007416420418332468,0.0014212533614175724,0.2954890101674743
D8B26_003872,0.001064840157012467,0.0,0.0005866913694611703,0.6653619324667774
D8B26_003873,0.0003882741215298006,0.0,0.00019413706076490002,0.28939828080222424
D8B26_003874,0.0018279126755656,0.0004922983088137191,0.0012578345121039619,0.9544879898860913
D8B26_003875,0.0012106916131683803,0.0,0.0009582780480613298,0.0
D8B26_003876,0.000957533641297705,0.0,0.0011351909184726522,0.3169014084506391
D8B26_003877,0.000956928132125874,0.0006369725071425228,0.0011378444872398867,0.07564131287105047
D8B26_003878,0.0001858563330545487,0.0008042510412178658,0.0010982419680496066,0.0
D8B26_003879,0.0029222091575567166,0.0017547411756765878,0.002309368191721133,0.2955604348524086
D8B26_003880,0.0006028638639577793,0.0004961899698741804,0.000560298547914647,0.16920634920632863
D8B26_003881,0.0012511997806115417,0.0013986013986013982,0.0012683395036336212,0.6219614417433726
D8B26_003882,0.0014998995248029238,0.0012534100125341002,0.0017576234072553135,0.8652421697480024
D8B26_003883,0.0011722080136402316,0.0007575757575757572,0.0010462683096954196,0.7503736393055287
D8B26_003884,0.0004572552331205659,0.0002468414043976744,0.0003801968999623624,0.09416892223096845
D8B26_003885,0.00023623907394283,0.0,0.00011811953697141507,inf
D8B26_003886,0.0030184194890077367,0.0013939393939393935,0.0024821746880570408,0.3902425147570169
D8B26_003887,,0.0006379585326953748,,0.0
D8B26_003888,0.0005915244885833107,0.000757575757575758,0.000847498090145149,0.9890488902743871
D8B26_003889,0.001128637841614492,0.0003045530683721638,0.0007434677845555765,1.6140494514489059
D8B26_003890,0.0005277885659088414,0.0,0.0002738525577828897,inf
D8B26_003892,0.0007501933765396923,0.00029266508139747573,0.0006966935301649468,0.12813181656221215
D8B26_003893,0.002800708397510222,0.0015887025595763455,0.003032898949518024,0.32027024182848474
D8B26_003894,0.0007945525661383935,0.00047256187607064797,0.000708842814105972,
D8B26_003895,0.002094049426496121,0.0020145113102859576,0.002889709020612086,0.09036384301639208
D8B26_003896,0.000669199421427584,0.0017141108050198971,0.0017510218044977403,inf
D8B26_003897,0.0010002206169967142,0.0,0.0006476394658091026,0.15547056867306494
D8B26_003898,0.0009622340274535287,0.00017972143178073994,0.0006504623715593771,0.36681921288586516
D8B26_003899,0.0015492616799806262,0.0006285072951739619,0.0019277744767940846,1.2081539102651522
D8B26_003900,0.0006866462609643137,0.00024216932734282898,0.0007788030612302277,0.29678029839540904
D8B26_003901,0.0007129248409831412,0.0001340842048806651,0.0006106089526183228,0.7227410905474423
D8B26_003902,0.0025647687815227617,0.0010116917203531377,0.003256815601471774,0.8758641159684741
D8B26_003903,0.0011796482384717644,0.0007326007326007326,0.0017302958479429068,
D8B26_003904,0.0019174589027530305,0.0008838383838383836,0.002671939988116459,0.3047995050495941
D8B26_003905,0.0015183074006603395,0.000799200799200799,0.001229130986916454,0.0
D8B26_003906,0.00016204829039053638,0.0,8.102414519526819e-05,0.0
D8B26_003907,0.00022000951187912507,0.0001286752879109566,0.00019679749915793378,
D8B26_003908,0.0015169918865910424,0.0018235451863770449,0.0028039373432397897,0.1780149413019894
D8B26_003909,0.0007067105997587251,0.0008723599632690545,0.0007697293793550478,0.08301057649335379
D8B26_003910,0.00020227304332435766,0.0,0.00010429703796412182,
D8B26_003911,0.0011268875366238437,0.0,0.0007244277021153289,0.07863340563989746
D8B26_003912,0.001363326516700756,0.0009667224391150776,0.001870017387880975,0.24988605287142546
D8B26_003913,0.0010956514411571729,0.0,0.000592680397095866,
D8B26_003914,0.0017825311942959066,0.0006020469596628536,0.0014756052932913082,
D8B26_003915,0.00012815583749839813,0.0,6.407791874919902e-05,inf
D8B26_003916,0.00087899875305365,0.0014387115523810364,0.002299952863156868,0.2997184605780403
D8B26_003917,0.001802646563675983,0.0007575757575757572,0.0017709261734997028,0.8280817890815055
D8B26_003918,0.0016071664355978062,0.0006313131313131308,0.001414265201029907,0.3020890476966526
D8B26_003919,0.00013162320702786556,0.0004067520846044335,0.0002572108770292742,0.32498748122177423
D8B26_003920,0.0011589313312753789,0.0008003001125422032,0.0015103703104350405,2.267166143021746
D8B26_003921,0.0004975867044832563,0.00019903468179330248,0.00045368199526414534,0.3176857209634613
D8B26_003922,0.0017145407838998687,0.000301522689582391,0.0011262759287342255,0.3585508790622964
D8B26_003923,0.0012749308275902236,0.0005322687957418497,0.0010776856921689358,0.5143863970713048
D8B26_003924,0.0006232157934944284,0.000227842333105491,0.00044214365984414437,
D8B26_003925,0.0001569524322021544,0.0,8.221317877255724e-05,0.3277545327754073
D8B26_003926,9.037140072349859e-05,0.000279290601871247,0.00018482466300303113,
D8B26_003927,0.0037227309954582684,0.0015470015470015468,0.003973530175905124,0.4973574108421583
D8B26_003928,0.0012642622126944414,0.0008143105059404619,0.0015685489253771192,0.3622550156192255
D8B26_003929,0.0012266881337090081,0.0006516780710329097,0.000920016100281755,inf
D8B26_003930,0.0013689222245371966,0.00023612750885478162,0.0009514549621501493,0.5282443444921024
D8B26_003931,,0.000219941348973607,,0.24488173168449665
D8B26_003932,0.002052319699378512,0.0011793611793611792,0.0018740665799489328,
D8B26_003933,0.0009128363816773781,0.00040004000400040005,0.0011927663354570751,
D8B26_003934,0.0006500057822600233,0.0002711680564029558,0.001341883102641097,
D8B26_003935,0.0003754709637062591,0.00015600015600015596,0.0005723829253241018,0.37884224892639295
D8B26_003936,0.0006903655650039411,0.00024838549428713363,0.0015505829753660032,0.7703494772419197
D8B26_003937,,0.00014674590945777384,,0.1339638697867228
D8B26_003939,0.004975555663916096,0.0009210647508519856,0.0074524974399817956,0.3642950125572999
D8B26_003940,0.0016322393485023192,0.0,0.0009784735812133072,1.048749298641502
D8B26_003941,,0.00090288358444783,,0.4086093625862481
D8B26_003942,0.0011329386519877288,0.0006280420788192807,0.0018333287153768714,0.3228175352345443
D8B26_003943,0.0032998662495065264,0.0006552006552006552,0.003421309872922776,0.6305428679748688
D8B26_003944,0.0019232573412139924,0.0,0.001607525601333651,0.2522002402490156
D8B26_003945,0.0,0.000556018904642758,0.00027800945232137893,inf
D8B26_003946,0.001516715139006149,0.0,0.0012899896800825593,
D8B26_003947,0.0008303091851252145,0.0002414584087890861,0.0011460397270099637,1.1508969526510404
D8B26_003948,,0.0,,0.0
D8B26_003949,0.00032226552665236627,0.0005136106831022085,0.00042297350373123055,0.0
D8B26_003950,0.0009660485427133242,0.00016675982478270876,0.0007036952582708712,0.03170731707316504
D8B26_003951,0.0010597635707381107,0.00022614201718679325,0.0007948226780535824,
D8B26_003952,0.0012326063724589107,0.00026936026936026945,0.0010633720572868646,
D8B26_003953,0.001990946243156932,0.0012147619990757247,0.0020504933999743688,0.4037385881444626
D8B26_003954,0.0008442020672655508,0.00015001500150014997,0.0008692045675155751,0.05847411444140421
D8B26_003955,0.0002704530087897225,0.002173458725182863,0.0023357305304566966,0.0
D8B26_003956,0.00012462612163509465,0.00012840267077555214,0.00012651439620532342,0.6514464425331349
D8B26_003957,0.0006050366978027887,0.0003164807342353035,0.0005073000004654129,0.6002435809738587
D8B26_003958,0.0009271925824593356,0.00014094432699083862,0.0006860672387348173,0.37872584343261834
D8B26_003959,0.0008796731877754279,0.0004751027866605753,0.0009933804494844992,0.6258518068266854
D8B26_003960,0.0006492603488848738,0.00027631942525559546,0.0016267628908429909,0.4047102475126198
D8B26_003961,0.00040493097387986533,0.00014193456816407636,0.00027343277102197066,0.4046684565860123
D8B26_003962,0.0007473970584638605,0.0006016582287768728,0.0016670766920019162,0.3804025008748186
D8B26_003963,0.001463436103958967,0.0008658008658008658,0.0028317724396155768,0.5454182869676811
D8B26_003964,0.003676744360827803,0.0011293054771315638,0.0034875610323180655,
D8B26_003965,0.0016307341339543984,0.0008847600088476001,0.004892202401863201,0.5546177219850946
D8B26_003966,0.0014542565728786043,0.0,0.001354132813346333,0.32206948986852507
D8B26_003967,0.0008241547895748209,0.0,0.00043851406377247383,0.6595488203890701
D8B26_003968,0.0011443850267379696,0.001212121212121212,0.0020089126559714797,0.3137171396491828
D8B26_003969,0.0010468319559228693,0.00033057851239669424,0.0012137416950251175,0.1422444165313321
D8B26_003970,,0.0006526806526806528,,0.6721900891041573
D8B26_003971,0.000357178575000356,0.0002571685740002571,0.0006416608047359358,0.5831173399488008
D8B26_003972,0.00021971557464482198,0.0002409783721910958,0.00023743457260005032,0.1621720650739942
D8B26_003973,0.00018758397162647305,4.931331212860912e-05,0.00012038249725513403,0.39805321937195576
D8B26_003974,0.0005584754385562262,0.0007283131746651057,0.0015950976566982626,0.0
D8B26_003975,0.0009027072537735758,0.0003944676912380565,0.001254636829982506,0.38085517701404925
D8B26_003976,0.0006475006475006461,0.0003496503496503496,0.0012511997806115454,inf
D8B26_003977,0.0004840673289871172,0.00021190930281839377,0.0003801902197624123,0.0
D8B26_003978,0.00022281639928698737,0.0006887052341597795,0.00045576081672338357,inf
D8B26_003979,0.0008873947367911732,0.0001480604086467279,0.0005849837714179542,0.5489815629627224
D8B26_003980,0.0008977065409394408,0.0007226738934056009,0.0014455893222033824,0.8368071962337262
D8B26_003981,0.0006267609683169448,0.0002476376669925056,0.0006737201234354934,0.2645285945232041
D8B26_003982,0.0,0.0,0.0,inf
D8B26_003983,,0.0011860494935248106,,
D8B26_003984,0.0008750975137529818,0.0007833436404864975,0.0014217808335455393,0.6308484572835764
D8B26_003985,0.0005070310952663891,0.0019393939393939396,0.0034937611408199644,inf
D8B26_003986,0.0028694404591104758,0.0,0.0036665072533078272,0.1451233842537888
D8B26_003987,0.0009060706735125347,0.00020134903855834087,0.0005655539171271045,0.48545671032478166
D8B26_003988,0.001273549123086197,0.0015827060413047672,0.0028072027884691805,0.9644350280398355
D8B26_003989,0.0008725302842949878,0.0,0.0004416180886769122,0.9109217660726376
D8B26_003990,0.0004351060395525437,0.0018134096874254354,0.0011018007775765997,inf
D8B26_003991,0.00039436530847254545,0.0005899705014749265,0.0012840534443866042,
D8B26_003992,0.0019560779607372424,0.0038103810381038107,0.0028723460581352254,0.33380898021302247
D8B26_003993,0.001143736437854082,0.00039960039960039944,0.0007949566773096185,
D8B26_003994,0.0003697618524371143,0.00011860285832888572,0.00024767067474561433,0.16120394536146615
D8B26_003995,0.0002720268546142541,0.0010613973182780527,0.0015740241050548659,0.20882977416691878
D8B26_003996,0.0005704099821746882,0.0,0.00031372549019607844,0.0
D8B26_003997,0.0013568843515367633,0.0008815426997245179,0.0011473018959649976,0.29897050963254496
D8B26_003998,0.0014986084350246214,0.00046709873299468675,0.0010904694685721548,0.30302681551381
D8B26_003999,0.001097577077969239,0.0,0.0005891416659113568,
D8B26_004000,0.000646825665440703,0.0004858713719473214,0.0010379295561722963,0.32103610675034033
D8B26_004001,0.0008644202478362686,0.0005476451259583787,0.0015113931662478792,0.16032544918765704
D8B26_004002,0.0004290459698429348,0.0001503872471614407,0.0006214531831230123,0.6250680210410652
D8B26_004003,0.0010443112047390194,0.00012243648607284969,0.0008858639874682655,0.23530383091145535
D8B26_004004,0.0009170993825725337,0.00018821757952192732,0.0006117071334462639,2.0061402197978877
D8B26_004005,0.0007130124777183558,0.00016604400166044003,0.00045417918101238003,0.0
D8B26_004006,0.000715515421397772,0.00036630036630036625,0.0007565963448316389,0.40995113824517376
D8B26_004007,0.0009242413506132402,0.00033165939206207697,0.0009059896545091966,
D8B26_004008,0.0,0.0,0.0,inf
D8B26_004009,0.0008689410253504109,0.00035032404974601504,0.0006130670870555263,
D8B26_004010,0.0006558563448447426,0.00041941910454021175,0.0005828691967507356,inf
D8B26_004012,0.0,0.0,0.0,inf
D8B26_004013,0.0007912734665647203,0.0008100445524503847,0.001585434792496475,0.5126501472158236
D8B26_004014,0.0001083306250677067,0.0,5.416531253385332e-05,inf
D8B26_004016,0.00023339030502788084,0.00015593326056447836,0.00019568095443385524,0.9354414938536233
D8B26_004017,0.00013248542660307367,0.0,6.624271330153684e-05,inf
D8B26_004018,0.0012376526632884252,0.0,0.0008990495761623426,0.08232035514569198
D8B26_004019,0.0021876969051368195,0.0014598540145985398,0.0032983332682774502,0.5244851919362773
D8B26_004020,0.0017961277912564074,0.00021117094287825998,0.0012328656518039588,1.3794420905683145
D8B26_004021,0.0026627935124667007,0.0,0.0015734688937303317,
D8B26_004022,0.000452706335059276,0.00016033349366682698,0.0003395297512944572,inf
D8B26_004023,0.00189456112452469,0.0006828851899274435,0.002184228364841455,0.31525306615990023
D8B26_004024,0.0003607749501008307,0.0001404543698865831,0.0005721450067438752,0.23727904260942467
D8B26_004025,0.0005398422889313044,0.00017877893984088672,0.000368074287907708,1.3023005446970197
D8B26_004026,0.00018562432057241744,0.00019425019425019422,0.0001913935737465149,0.0
D8B26_004027,0.0011174441094557262,0.0,0.000766561768740418,0.674854160270075
D8B26_004028,0.0010040765507962394,0.0004819567443821916,0.0019242831779377214,0.15376529337258768
D8B26_004029,0.0005073180630596366,0.0002352111019640127,0.00041046643283915944,
D8B26_004030,0.0,0.0,0.0,inf
D8B26_004031,0.0006696449924904109,0.0002746607397770189,0.0007971964196314402,0.34671780152869386
D8B26_004032,0.002213920022139208,0.0017316017316017316,0.002316244056775886,
D8B26_004033,0.001072343327411744,0.0006173792251890717,0.0009063974409025842,
D8B26_004034,0.0006298926260353457,0.0006623613180990232,0.0006233988876226099,0.325842161647369
D8B26_004035,0.0006402373023440072,0.0005950982695168745,0.0007070246468331284,
D8B26_004036,0.0022510169568993044,0.0021756021756021773,0.0025081128022304494,
D8B26_004037,0.0010227340728208435,0.0012962461747775384,0.0011777762062005973,0.1431690689628237
D8B26_004038,0.0009235010097525185,0.0004976450724251308,0.000872969822426438,0.10284644618707356
D8B26_004039,0.0012512598497342853,0.0011328235627301047,0.0012077898279107735,
D8B26_004040,0.0010744415708713571,0.0009458749343142398,0.0010312234895709905,
D8B26_004041,0.000689711416355013,0.0003565062388591801,0.0006815560448778442,0.3285226269526985
D8B26_004042,0.0007283460793897204,0.0010948191593352886,0.000920016100281755,0.15968586387431472
D8B26_004043,0.0014364086322967058,0.0023536334215945873,0.002396898741844487,0.9898657960013053
D8B26_004044,0.00112389152344758,0.002287021154945683,0.0020389802576262065,0.6719913921535395
D8B26_004045,,0.0008407777193904363,,0.1647571347938968
D8B26_004047,0.001060234699940587,0.0014393939393939396,0.0012672682709447415,0.09823374671174077
D8B26_004048,0.0002816839418146604,0.0017957351290684613,0.0014920446292995312,inf
D8B26_004049,0.002040087784869584,0.0017595307917888554,0.0026648122592145365,0.5224402609526506
D8B26_004050,0.0006813957164739708,0.0,0.0003592276605298608,
D8B26_004051,0.00132039347725621,0.0,0.0007262164124909223,0.4538548624475295
D8B26_004052,0.0011501959694080611,0.0,0.0006296096420219464,
D8B26_004053,0.00018497965223825377,0.0,9.24898261191269e-05,
D8B26_004054,0.0005962401795735113,0.00042087542087542075,0.0004982422261834026,0.15847404252763914
D8B26_004055,0.002139595345891941,0.0019917484706217094,0.0023013900395839086,0.28403083366205406
D8B26_004056,0.0009052083802561555,0.0006563833278634723,0.0007722156798393792,0.21457042091860165
D8B26_004057,0.0006646328431959686,0.00023954964666427124,0.00045443977087780853,
D8B26_004058,0.0008271382069308866,0.0007720517274657402,0.0010363406766554014,0.3717615103856515
D8B26_004059,0.0008710095608491283,0.000413223140495868,0.0006502187651920272,0.1258557120845006
D8B26_004060,0.0011114103369710617,0.0006540222367560495,0.0009040895625745393,0.1504742609816477
D8B26_004061,0.0010103155144565224,0.0007657805491740508,0.0010617965597791463,0.576664530370909
D8B26_004062,0.001431813499907211,0.00092037857080837,0.0017110256449545174,
D8B26_004063,0.00032679738562091474,0.0,0.0001633986928104575,0.0
D8B26_004064,0.0002689577475611979,0.00047589054517461007,0.0007657062405058601,
D8B26_004065,0.0007211251354926497,0.0006129563651687548,0.0007030970071053361,0.6661684993859537
D8B26_004066,0.0009564801530368202,0.0009197667734253102,0.0009951258157857871,0.25340384581108516
D8B26_004067,0.00038157432330054495,0.00016183193753287209,0.00027725618709675885,0.0930658013898268
D8B26_004068,0.00029114676173499685,0.004242424242424244,0.004313725490196078,0.07503620564806196
D8B26_004069,0.001150020125352192,0.0011730205278592375,0.0012075211316198034,1.2348084348081967
D8B26_004070,,0.0003919098607320318,,0.4222335935797195
D8B26_004071,0.003699124410381585,0.0013822434875066453,0.0027715232823591956,
D8B26_004072,0.0023723285755371222,0.0014890923981833088,0.0024416735646682172,0.4981491352602581
D8B26_004073,0.00064171122994653,0.0003924963924963923,0.0006705712588065529,0.5563689198705833
D8B26_004074,0.0009001034711089882,0.0012759170653907496,0.0011115326097154068,0.6332604674624499
D8B26_004075,0.00039106551711594036,0.00024737167594310447,0.00045927461893848447,0.052840163363457975
D8B26_004076,0.0007889259077199434,0.00042767507948566417,0.0006454848335890447,0.314143397672253
D8B26_004077,0.0005899797302641319,0.0001488787568623802,0.00046707060976433005,0.24333397511065086
D8B26_004078,0.0006463963894342045,0.000493484462950112,0.0007155071142498174,0.7463945610328359
D8B26_004079,0.0005698465384063743,0.0005616509926854751,0.0005954576187841907,1.7589513159146155
D8B26_004080,0.0010708891414386136,0.000798761919025511,0.0011188540115761746,0.37343000671533116
D8B26_004082,0.0008036562935293497,0.0002995357196345665,0.0005858566281087843,0.18108311834029855
D8B26_004083,0.0009728998031375304,0.0007238662976367899,0.0008662183204131131,
D8B26_004084,0.0013226544249912574,0.00037359900373599,0.0008607428027250751,
D8B26_004085,0.0004469630457338977,0.0007236544549977388,0.0008673211482693484,inf
D8B26_004086,0.0006189430487608408,0.0005218185774895367,0.0005881115145759931,0.23976109215012575
D8B26_004087,0.0016801366030378012,0.0010885554574874964,0.001663551563608674,
D8B26_004088,0.0007873181422510839,0.0005198714002325738,0.0006417917053954765,
D8B26_004089,0.0006873183343771554,0.0006224406224406224,0.000640747699571229,0.8089709174880768
D8B26_004090,0.0006859566274643676,0.0004778273483020066,0.0006331355770568302,
D8B26_004091,0.00015170478249326803,0.0001172264228357072,0.00013446560266448763,0.10088647435657394
D8B26_004092,0.0006380386462980954,0.0,,0.2814387098313773
D8B26_004093,0.0011972891229857208,0.0014581909318751424,0.0015368188742801746,0.8208629640939266
D8B26_004094,0.0008419371223089262,0.001953034178098116,0.0018919448737411727,0.530905894740492
D8B26_004095,0.00010714668381013602,0.0009935419771485343,0.0005503443304793353,0.0
D8B26_004096,0.0007856642446369492,0.0005188628256404707,0.0007545554163725808,0.25896869399388556
D8B26_004097,0.0012072769659880937,0.0007720517274657402,0.0034231411151605983,inf
D8B26_004098,0.0010670484927002722,0.0006029110706170839,0.0011029990723427118,
D8B26_004099,0.00089660251689135,0.0007258210851025223,0.0023589185265831974,0.47260912338830063
D8B26_004100,0.0023625611860905904,0.0021356421356421356,0.003764536117477294,inf
D8B26_004101,0.00080090387723288,0.0009813672833366492,0.0012247588512230036,0.6844945506314097
D8B26_004102,0.0009431563005007752,0.000907346012912231,0.0013873635303013195,0.5450535932843479
D8B26_004103,9.205560158335641e-05,0.0,4.602780079167817e-05,0.0
D8B26_004104,0.002058518528038685,0.0006825536922624298,0.0019679006649197172,1.1396637954985729
D8B26_004105,0.0009725343804627645,0.00038427755819060163,0.0007709770337647575,0.4684461813218301
D8B26_004106,,0.0009431490699502219,,0.33444032037502486
D8B26_004107,0.0006480118994923602,0.0004881025015253208,0.0008314491141178863,0.6385426931771159
D8B26_004108,0.0008446153317324894,0.0005008765339343853,0.0009330053083091488,0.17625668016055188
D8B26_004109,0.00020749040356883493,0.0023729357062690394,0.0017070801384526874,0.0
D8B26_004110,0.00039785976824108904,0.0001522765341860819,0.0002832791408020495,
D8B26_004111,0.0013864131511190257,0.00042160737812911716,0.0012012710222428892,0.28248081933723945
D8B26_004112,0.0014557338086749819,0.0,0.0008169934640522876,inf
D8B26_004113,0.009104887891455473,0.0012512218963831865,0.005840210031151583,0.7767505066531145
D8B26_004114,0.00028520499108734387,0.0,0.00014705882352941175,0.10480722303561066
D8B26_004115,0.0016618745489604338,0.0011145942180424936,0.0014820278511962083,0.23881431767333272
